-1.60362 -0.833481  0.719434 -0.659446   1.27951  0.636719
 -1.44832 -0.706586   1.20307 -0.54602  1.16691   1.1199
-1.07391 -1.01488  1.32517 -0.789944  0.724983   1.16702
-0.781682   -1.4819   1.10253 -1.14889 0.419121 0.983491
-1.20435 -1.33634 0.825414 -1.03489 0.847969 0.752916
-1.09207 -1.18714  1.32259 -0.959983  0.643199   1.20438
-0.570071  -1.42838   1.36858 -1.10729 0.157103  1.22516
-0.405381  -1.52247  0.863322    -1.10314 -0.00166656    0.741192
-0.875123  -1.25128  0.935503 -0.883844  0.431994  0.873093
-0.699339  -1.11641   1.45533 -0.790082  0.224092   1.32945
-0.192965  -1.17379   1.64381 -0.782213 -0.260784   1.46498
0.308292  -1.2318  1.44927  -0.76326 -0.724666   1.27608
0.715494 -1.61546   1.2406 -1.03563 -1.11717  1.10831
0.0409462  -1.68906   1.24449  -1.20759 -0.419206   1.10471
-0.492293  -1.44677   1.20307  -1.08779 0.0726279   1.07785
   -1.04 -1.66589  1.11461 -1.33241 0.507106 0.993778
-0.73104  -1.8264  0.69682 -1.39101 0.208798 0.577973
-0.233312  -1.67815  0.516112   -1.1575 -0.204828   0.41251
0.272317 -1.51382 0.628112 -0.915213 -0.638877  0.521273
0.600074 -1.39315  1.03455 -0.769202 -0.927533  0.921383
0.675321 -1.39069  1.56486  -0.80353 -0.991372   1.43984
0.784726 -1.85775  1.75536 -1.25005 -1.20954  1.49612
0.992882  -1.6482  1.30332 -0.987708   -1.3566   1.09515
0.811897 -1.17881   1.1169 -0.567689  -1.10015  0.929437
 0.270242 -0.932379   1.00796 -0.433857 -0.611566  0.879045
-0.212866   -1.2226  0.960093  -0.75913 -0.219225  0.846543
-0.440245 -0.929358   1.30102 -0.425608 0.0166549    1.1517
-0.158736 -0.501222  0.980205 -0.0309048  -0.166935   0.889424
0.407221 -0.40438  0.99156  0.141748 -0.639014  0.938902
 0.661791 -0.354361   1.52229  0.195434 -0.845714   1.39415
 0.386006 0.0249125   1.85153  0.517627 -0.584193   1.68167
-0.121669  0.053212    1.6278  0.505499 -0.124829   1.46881
-0.370892 -0.169775   1.17344  0.302855 0.0821267   1.06017
-0.0434996  -0.219517   0.698508  0.352653 -0.193112  0.643461
0.279315 0.210747 0.759331  0.790005 -0.431397  0.732905
0.356831 0.608394  1.17922   1.11336 -0.458007   1.12887
0.0153999  0.627442   1.65148    1.0802 -0.152162   1.52448
-0.249385  0.149868    1.8816  0.655566 0.0384687   1.71176
-0.0920556  -0.259834     1.4992  0.333258 -0.131726   1.34847
0.0802812 -0.113349  0.981851  0.518895 -0.228205  0.886427
-0.0299425   0.392073   0.722994   0.957192 -0.0364771   0.703388
-0.23278  0.86968 0.913942  1.34329 0.191371 0.928771
-0.336719   1.01419   1.51349  1.45898 0.236303   1.4186
-0.434336  0.561423   1.76464 0.992302 0.296188  1.59133
-0.401176 0.0397424   1.51898 0.543594 0.184232  1.36384
-0.0939115  -0.259503    1.13227  0.321696 -0.124063   1.02555
 0.413715 -0.248969   0.92642   0.37836 -0.608241  0.879986
 0.700249 -0.242277   1.42528  0.412394 -0.805394   1.34821
 0.264919 -0.317175   1.78661  0.288573 -0.382751   1.62484
-0.296002 -0.371883   1.67534 0.176594 0.116267  1.50355
