# Participant 1 (/Game/Spooky/Maps/UserStudy/FusedTracking)9 Apr 2018 12:14:47 pm
# Time Correct Floor CubeNumber CubeColour ResponseTime NHands Grasps 
FT 312.6716 true false 2 Red 11.310242 1 3
FT 320.656738 true false 3 Blue 7.985138 1 4
FT 327.240112 true false 2 Blue 6.583374 1 3
FT 333.598175 true false 2 Blue 6.358063 1 2
FT 338.306702 true false 3 Blue 4.708527 1 2
FT 342.285309 true false 3 Green 3.978607 1 1
FT 352.56958 true false 3 Blue 10.284271 1 3
FT 355.462311 true false 2 Blue 2.892731 1 1
FT 358.840118 false false 3 Green 3.377808 1 1
FT 365.794098 false false 2 Green 6.953979 1 1
FT 369.796844 true false 3 Red 4.002747 1 1
FT 372.818848 false true 2 Green 3.022003 1 1
FT 376.970154 true false 3 Red 4.151306 1 2
FT 381.174957 true false 3 Red 4.204803 1 1
FT 384.731171 true false 3 Blue 3.556213 1 1
FT 388.198456 false false 2 Green 3.467285 1 1
FT 391.39856 false true 2 Red 3.200104 1 1
FT 391.39856 false true 3 Blue 0.0 0 0
 # Participant 1 (/Game/Spooky/Maps/UserStudy/LeapOnly)9 Apr 2018 12:16:22 pm
LP 404.581543 false true 2 Green 8.116058 1 3
LP 410.661407 true false 2 Red 6.079865 1 2
LP 418.227142 true false 3 Green 7.565735 1 3
LP 430.684631 false true 2 Red 12.457489 1 5
LP 439.185059 true false 2 Blue 8.500427 1 4
LP 445.415649 true false 2 Red 6.230591 1 4
LP 455.108368 true false 2 Green 9.692719 1 7
LP 460.576935 true false 2 Blue 5.468567 1 3
LP 468.352936 true false 2 Green 7.776001 1 5
LP 473.786072 true false 3 Green 5.433136 1 3
LP 483.197021 true false 3 Blue 9.41095 1 4
LP 486.487579 false true 3 Blue 3.290558 1 2
LP 486.487579 false true 2 Red 0.0 0 0
 # Participant 1 (/Game/Spooky/Maps/UserStudy/PerceptionNeuronOnly)9 Apr 2018 12:17:57 pm
PN 495.09259 true false 3 Green 3.519775 1 1
PN 501.852753 true false 2 Green 6.760162 1 3
PN 510.213165 true false 2 Red 8.360413 1 3
PN 513.539795 true false 3 Red 3.32663 1 1
PN 519.208191 true false 2 Red 5.668396 1 2
PN 524.298401 true false 2 Red 5.09021 1 3
PN 527.764893 true false 3 Blue 3.466492 1 1
PN 537.386658 true false 2 Green 9.621765 1 4
PN 541.543457 true false 3 Red 4.156799 1 2
PN 544.103577 true false 3 Green 2.56012 1 1
PN 550.007141 true false 2 Green 5.903564 1 4
PN 552.623047 true false 3 Green 2.615906 1 1
PN 557.543396 true false 2 Green 4.920349 1 3
PN 562.278259 true false 3 Red 4.734863 1 2
PN 565.789185 true false 3 Blue 3.510925 1 2
PN 570.144958 true false 3 Red 4.355774 1 2
PN 575.590332 true false 3 Green 5.445374 1 3
PN 581.614319 false true 3 Blue 6.023987 1 2
PN 581.614319 false true 2 Blue 0.0 0 0
