 # Participant 1 (/Game/Spooky/Maps/UserStudy/FusedTracking)12 Apr 2018 5:58:55 pm
# Time Correct Floor CubeNumber CubeColour ResponseTime NHands Grasps 
FT 312.061768 true false 3 Blue 7.58786 1 1
FT 322.765686 true false 2 Green 10.703918 1 3
FT 331.270294 true false 3 Blue 8.504608 1 4
FT 337.225189 true false 3 Red 5.954895 1 3
FT 351.516388 true false 2 Green 14.291199 1 4
FT 363.317566 true false 3 Red 11.801178 1 3
FT 366.229858 true false 3 Green 2.912292 1 1
FT 369.23175 false true 3 Blue 3.001892 1 1
FT 375.467377 true false 3 Green 6.235626 1 2
FT 381.567749 true false 2 Blue 6.100372 1 1
FT 394.501099 false true 2 Blue 12.93335 1 6
FT 394.501099 false true 3 Blue 0.0 0 0
 # Participant 1 (/Game/Spooky/Maps/UserStudy/LeapOnly)12 Apr 2018 6:00:30 pm
LP 411.286285 false true 2 Red 11.722687 1 4
LP 414.609406 false true 3 Red 3.32312 1 1
LP 419.153503 false true 3 Green 4.544098 1 1
LP 427.77655 true false 3 Blue 8.623047 1 4
LP 434.499023 false true 2 Red 6.722473 1 3
LP 437.321625 false true 2 Red 2.822601 1 1
LP 444.5 true false 3 Green 7.178375 1 2
LP 445.952942 false true 2 Red 1.452942 1 1
LP 452.84491 true false 2 Green 6.891968 1 3
LP 456.577667 true false 2 Green 3.732758 1 2
LP 458.852753 false true 3 Green 2.275085 1 1
LP 464.989746 true false 3 Green 6.136993 1 2
LP 467.775787 true false 3 Blue 2.786041 1 1
LP 474.223694 true false 2 Red 6.447906 1 1
LP 478.067902 true false 2 Blue 3.844208 1 1
LP 489.402161 true false 2 Red 11.334259 1 4
LP 489.575653 false true 2 Green 0.173492 0 0
LP 489.575653 false true 2 Blue 0.0 0 0
 # Participant 1 (/Game/Spooky/Maps/UserStudy/PerceptionNeuronOnly)12 Apr 2018 6:02:05 pm
PN 510.81192 true false 2 Green 16.172119 1 3
PN 541.003845 false false 2 Blue 30.191925 1 4
PN 547.744141 true false 2 Green 6.740295 1 1
PN 558.903259 true false 2 Red 11.159119 1 1
PN 565.614075 true false 3 Green 6.710815 1 1
PN 572.881653 true false 2 Green 7.267578 1 2
PN 582.036865 true false 3 Green 9.155212 1 2
PN 584.680237 false true 2 Red 2.643372 1 1
PN 584.680237 false true 3 Red 0.0 0 0
